fname,dialogue,summary
test_42,"#Person1#: There are so many jobs to choose from. What do you want to do?
#Person2#: I think working in the media could be fun. There's TV, newspapers, the Internet.
#Person1#: Well, let me have a look. Uhm, how about this? You could become a TV news director.
#Person2#: Are you joking? Directing the news would be very stressful.
#Person1#: Well, writing for a magazine would be exciting. How about that?
#Person2#: No, I'm more interested in working with computers. Hey, look, interactive media. I'd like that.","#Person2# wants to work in the media. #Person1# suggests being a TV news director or writing for a magazine, but #Person2#'d like to work with computers."
test_43,"#Person1#: Don't tell me you're bored already?
#Person2#: Well, yeah, I am.
#Person1#: We just got here. You will have to find a way to entertain yourself then.
#Person2#: What can I do? There are just a bunch of boring people giving boring speeches.
#Person1#: Too bad. I have to sit through it, so you do, too. Even if it's a little boring, it's important for me to be here. I have to listen carefully, take notes and then interview some of the speakers afterward. I work for the Daily News after all. Didn't you bring anything to read?
#Person2#: I brought my iPod and some headphones. Would it be rude to listen to some music?
#Person1#: Yes, it would. I might have a few old newspapers in my bag. You could read them. They also have sections with games in them, like crossword puzzles. That will keep you busy for a while.
#Person2#: I hate crosswords. Do the papers have comic sections in them?
#Person1#: You'll probably find some. Now be quiet! Another man is getting up to speak. I really have to pay attention to this one. It's the head of the charity organization.","#Person2# feels bored with the speeches and wants to listen to music, but #Person1# thinks it's rude. #Person1# suggests #Person2# read some old newspapers."
test_44,"#Person1#: Have you ever thought of moving, Sarah?
#Person2#: We thought about it, but my husband and I can't afford it right now.
#Person1#: Buying a house near our company can be expensive, but there are ways to find cheaper houses.
#Person2#: Like what?
#Person1#: Well, you can buy a house far away from the city center. You would definitely save money that way.
#Person2#: That's a good idea.
#Person1#: My sister in law and her husband just bought a house that way. And they're pretty satisfied with it.
#Person2#: Is the house in poor condition?
#Person1#: Not at all, the woman who owned it bought it from her friend and took good care of it. But when she died she had no family left and no will, so the government had to sell it for her.
#Person2#: Was it a very old house?
#Person1#: Yes, it was about 50 years old. There were a few repairs that needed doing but it didn't take a lot of money or time.
#Person2#: Is it in a good location?
#Person1#: The area can be a bit rough in the evening but the neighbors watch out for each other so it's OK.",Sarah and her husband can't afford a house near their company. #Person1# suggests buying a house far away from the city center and tells Sarah about the house #Person1#'s sister-in-law bought.
test_45,"#Person1#: Hello. Welcome to this week's People You Meet. Today, we present to you Mark Leach, an information officer in London.
#Person2#: Hi everyone, my name's Mark Leach. I'm an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London. Here, we offer a tourist information service to mainly visitors from overseas. And each year, we have about 500,000 people come to the office.
#Person1#: Wow. That's a large number of people. How do you manage to meet the needs of so many people?
#Person2#: I'm in charge of an information team. The team has about 10 officers who give tourist information directly over the counter to visitors. We speak a total of 13 languages altogether.
#Person1#: That's pretty cool. So what exactly do you do everyday?
#Person2#: Well, we act as a one stop shop for anyone who wants to come in. So it could be that they want a day trip from London, which is a very popular request. And we can offer suggestions of where to go and how to get there. If people want a two week tour of Britain, we can plan out exactly where to visit, what roads to take.
#Person1#: So, do you have any suggestions for people coming to Britain?
#Person2#: A good suggestion is to see as much as you can. But try to come back again and again to see different parts of the country, because in that way you really experience it.","Mark Leach, an information officer in London, introduces his work to #Person1# and #Person2#. Mark is in charge of an information team and his team has about 10 officers who give tourist information directly to visitors. Mark also gives some suggestions for people coming to Britain."
test_46,"#Person1#: Hello, Lin Fang!
#Person2#: Oh! Hi, Lucy!
#Person1#: What's the next lesson, Lin Fang?
#Person2#: English.
#Person1#: Oh, good! That's my favorite subject.
#Person2#: That's because you always find it so easy. I find it very difficult so I don't like it much.
#Person1#: Nancy finds English quite difficult too. But she says it's her favorite subject.
#Person2#: Yes, I know, and her second favorite subject is math.
#Person1#: Math is my worst. I don't like it. I always get the answers wrong.
#Person2#: So if English is your favorite subject, what's your second favorite?
#Person1#: PE. What about you?
#Person2#: I'm not sure. Both Chinese and science are my favorite subjects. I think I like Chinese a little more than science.
#Person1#: You are very different from Nancy. She doesn't like science at all.","Lucy and Lin Fang talk about their favorite subjects. Lucy likes English, PE, and doesn't like Math. Lin Fang likes Chinese and science."
test_47,"#Person1#: OK, Mrs Thomas. I finished cleaning up the leaves in the yard.
#Person2#: Oh, thank you, James.
#Person1#: I also swept the front steps and took out the garbage. Is there anything else I can help you with?
#Person2#: Can you also take my dog Oscar for a walk?
#Person1#: Sure.
#Person2#: Here is such a prince. Ever since I broke my leg i t has been so difficult to take care of things around the house. My daughter Leah helps out on Mondays and Tuesdays and my son Robbie on Thursdays, but I'm so happy you can come on Saturdays.
#Person1#: Well, I appreciate the weekend work. I'm saving up to buy a bike so I can ride to my basketball practice.
#Person2#: Will you still be able to work for me after you get your bike?
#Person1#: Of course, but don't forget I'm away next weekend visiting my grandfather. My sister Allison will come by instead.
#Person2#: OK.","James helps Mrs. Thomas clean up the leaves, sweep the front steps, and take out the garbage. Mrs. Thomas asks him to take her dog for a walk. James will still work for her after he gets his bike."
test_48,"#Person1#: I think spring is finally here.
#Person2#: Yep, it sure seems like it. However, it's still very cold at night.
#Person1#: Yes, they turned the heat off 6 days ago. It's absolutely freezing in my apartment at night. I have to turn on the air conditioner to blow hot air in order to warm things up a little.
#Person2#: Well, and if you are outside and is a bit of a breeze. It feels cold quickly.
#Person1#: It sure does. I think I'm going to follow my cats example and just sit in the sum that shining in through the windows.",#Person1# thinks spring is here but #Person2# thinks it's still cold. #Person1# has to turn on the air conditioner to blow hot air in order to warm things up.
test_49,"#Person1#: OK, that's a cut. Let's start from the beginning everyone.
#Person2#: What was the problem that time?
#Person1#: The feeling was all wrong, Mike. She is telling you that she doesn't want to see you anymore, but I want to get more anger from you. You're acting hurt and sad, but that's not how your character would act in this situation.
#Person2#: But Jason and Laura had been together for 3 years. Don't you think his reaction would be one of both anger and sadness?
#Person1#: At this point, no. I think he would react the way most guys would and then later on, we would see his real feelings.
#Person2#: I'm not so sure about that.
#Person1#: Let's try it my way and you can see how you feel when you're saying your lines. After that, if it still doesn't feel right we can try something else.",#Person1# tells Mike that he acts hurt and sad when he tells Laura he doesn't want to see her anymore. #Person1# asks Mike to try #Person1#'s way and see how he feels.
test_50,"#Person1#: Taxi!
#Person2#: Where will you go, sir?
#Person1#: Friendship Hotel.
#Person2#: OK, it's not far from here.
#Person1#: I have something important to do, can you fast the speed?
#Person2#: Sure, I'll try my best. Here we are.
#Person1#: It's fast! How much should I pay you?
#Person2#: The reading on the meter is 15 yuan.
#Person1#: Here's 20 yuan, keep the change.
#Person2#: Thank you very much.",#Person1# takes a taxi to Friendship Hotel. #Person2# drives fast and #Person1# pays 20 yuan.
test_51,"#Person1#: I'm broke, and I have to catch another bus.
#Person2#: Why don't you have any money for another bus?
#Person1#: I got hungry and bought some chips.
#Person2#: That was smart.
#Person1#: Anyway, do you have any change I can use for the bus?
#Person2#: I don't have any.
#Person1#: I don't know how I'm going to get home.
#Person2#: Get a transfer from the bus driver.
#Person1#: How much is a transfer?
#Person2#: It doesn't cost anything.
#Person1#: That's great! Thanks for your help.
#Person2#: You know what? Don't mention it.",#Person1# is broke and needs to catch another bus. #Person2# tells #Person1# to get a transfer from the bus driver.
test_52,"#Person1#: How long does it take to get to downtown from here?
#Person2#: It is 15 minutes ' drive.
#Person1#: What companies do we have in our neighborhood?
#Person2#: Mitsubishi, HP, IBM and many other famous corporations.
#Person1#: Does the 7th floor belong to our company too?
#Person2#: Yes, our company has two floors, the 6th and 7th floor in this building.
#Person1#: It ' s such a large firm. Do we have our own staff restaurant?
#Person2#: Yes, at the end of the hall.","#Person2# tells #Person1# the time to downtown, the companies in their neighborhood, the location of their company, and their staff restaurant."
test_53,"#Person1#: Did you hear about Lulu?
#Person2#: No, what?
#Person1#: She and Vic broke up and now she ' s asked for a transfer.
#Person2#: Get out of here! I didn ' t even know they were dating!
#Person1#: No one really did. They were very discreet and professional at the office.",#Person1# tells #Person2# that Lulu asked for a transfer because she broke up with Vic.
test_54,"#Person1#: Hello, 332440.
#Person2#: Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?
#Person1#: I'm afraid he's not in at the moment Dave. He went out about an hour ago and he's not back yet.
#Person2#: Any idea when he might be back?
#Person1#: Well, he shouldn't be long. He said he was just going to get some paint. But I wouldn't be surprised if he's stopped off at the pub on the way back.
#Person2#: OK. well, tell him I've called, will you, and I'll try again later.
#Person1#: All right. Goodbye, Dave.
#Person2#: Thanks then Sally. Goodbye.",Dave calls Sally to speak to Jim. Jim is not in at the moment. Sally will tell Jim that Dave has called.
test_55,"#Person1#: Excuse me. Can you tell me how to get to City Hall?
#Person2#: Yes. Go to the next corner and turn left onto Center Street. Walk three blocks to Second Avenue and turn right. Walk two more blocks and you'll see City Hall on the left.
#Person1#: I'm sorry. I didn't follow you. Could you please repeat that?
#Person2#: Okay. First, go to the next corner and turn left onto Center Street.
#Person1#: Uh-huh.
#Person2#: Then, walk three blocks to Second Avenue an turn right. Are you with me so far?
#Person1#: Yes. I'm following you.
#Person2#: Then, walk two more blocks an you ' ll see City Hall on the left. Have you got all that?
#Person1#: Yes. Now I've got it. Thank you very much.",#Person2# tells #Person1# the way to City Hall in detail. #Person1# repeats and finally understands.
test_56,"#Person1#: Excuse me, could you help me?
#Person2#: Yes, what seems to be the problem?
#Person1#: Well. I was wondering if anyone has turned in a passport?
#Person2#: I am afraid not. Have you lost your passport?
#Person1#: I think so. I can't find it anywhere in my hotel room and I remember the last place I used it yesterday was in this department store.
#Person2#: Where exactly did you use your passport in the store?
#Person1#: In the shoe department. I had to show it to pay for these shoes with my traveler's cheques.
#Person2#: Well, let me call the shoe department to see if they'Ve found a passport. Sorry, your passport hasn't turned up there either.
#Person1#: Then what shall I do?
#Person2#: You can fill in this lost property report and I will keep my eye out for it. These kinds of things usually turn up eventually, but I suggest you contact your embassy and tell them about your situation, so they can issue you a new passport in case it doesn't show up.
#Person1#: You are right. Do you have a pen?
#Person2#: Here you are.
#Person1#: Oh, I seem to lose something every time I travel.",#Person1# lost #Person1#'s passport and asks #Person2# for help. #Person2# suggests #Person1# fill in the lost property report and contact the embassy.
test_57,"#Person1#: Hello?
#Person2#: Good morning, Nathaniel. This is Leah calling from the International Student Office.
#Person1#: Good morning.
#Person2#: The reason I'm calling is because Ms. Collins will not be able to call you back until next week.
#Person1#: Oh. I had hoped she would have called me back yesterday.
#Person2#: She's terribly sorry about that. She had to leave the office suddenly and won't be able to return until next week. She hopes you understand.
#Person1#: Is there someone else I can talk to?
#Person2#: She asked me to call you to book an appointment with someone else today. When are you free today?
#Person1#: Any time after 2 pm today would be good for me.
#Person2#: Mr. Liu is available at 2:15 today. Will that work for you?
#Person1#: I'd prefer to speak with Ms. Fonda.
#Person2#: I'm afraid she isn't available this afternoon. She has an opening at 11:30 this morning. Will that work for you?
#Person1#: that will be fine.
#Person2#: Ok, we'll be expecting you at 11:30. See you then.",Leah calls Nathaniel to tell him Ms. Collins won't be able to call him back until next week. She books an appointment with Ms. Fonda for Nathaniel at 11:30 this morning.
test_58,"#Person1#: When she told me that she would marry no man but Dick, my heart was almost in my mouth.
#Person2#: You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.
#Person1#: I could not and can't make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.
#Person2#: But Sarah says she does not care, so long as he loves her.",#Person1# and #Person2# are surprised that Sarah would marry Dick.
test_59,"#Person1#: this party rocks!
#Person2#: you said it. Good beer, good music, and on top of that, there are so many hot girls here!
#Person1#: I'm with you on that. Check out that one over there. I think I'm in love!
#Person2#: well, she's alright, but not really my cup of tea. What about the blond with the red dress?
#Person1#: oh, that's Janice. She's just new in town. You have a thing for blonds, eh?
#Person2#: yeah! She could do anything she wants to me!
#Person1#: I bet. Why not go over and talk to her? She's really nice.
#Person2#: I don't think so. I get so nervous talking to girls. I always put my foot in my mouth, scare her off, and end up looking like a real fool. Besides, she is way out of my league.
#Person1#: come on! Man up! You'll never know until you try.
#Person2#: okay okay, just let me have another cup of beers to get my head in the game.
#Person1#: all right. But I think you ought to move soon.
#Person2#: why?
#Person1#: I can see five other guys eying her up.
#Person2#: okay, here I go!
#Person1#: good luck!","#Person1# and #Person2# are at a party. #Person2# likes Janice, but he's too nervous to talk to her. #Person1# encourages him to try. #Person2# decides to have another cup of beers to get his head in the game."
test_60,"#Person1#: Hey Jack. How were your classes this semester?
#Person2#: They were not too bad. I really liked my poli-sci class.
#Person1#: Would you consider it your favorite class?
#Person2#: I don't know if I would call it my favorite, but it ranks up there.
#Person1#: What class was your favorite then?
#Person2#: I took a business communication class last year and it was terrific.
#Person1#: I never took that yet. If that was your favorite, I think I will check it out.",Jack tells #Person1# his favorite class is business communication. #Person1# will check it out.
test_61,"#Person1#: Well, what a nice day!
#Person2#: Yeah, the air is really fresh.
#Person1#: But it was not at all so fine yesterday.
#Person2#: Because it rained last night.
#Person1#: Did it?
#Person2#: It sure did. It was a heavy storm, with lots of thunder.
#Person1#: I was fast asleep, and didn't hear a thing.
#Person2#: Well, it may rain again later today.
#Person1#: Maybe. I see some dark clouds moving in.
#Person2#: There may also be a strong wind coming in.
#Person1#: It'll be dusty, too, I guess.
#Person2#: Maybe not. Dust is no longer a big problem in Beijing.
#Person1#: Why is that?
#Person2#: We've been planting trees for many years.
#Person1#: I see. The fall in Beijing is really beautiful.
#Person2#: But the summer isn't. It's scorching in the summer.
#Person1#: Then what about spring?
#Person2#: Spring is warm and short in Beijing.
#Person1#: It must be cold in the winter, though.
#Person2#: You got it. Oh, by the way, it may be really cool in the evening around this time of the year. Don't forget to put on more clothes, or you might catch a cold.
#Person1#: Thanks for reminding me.
#Person2#: You're welcome.","#Person1# and #Person2# are talking about the weather. They talk about the weather yesterday, today, and the four seasons in Beijing."
test_62,"#Person1#: Would you like to go to the movies tonight?
#Person2#: Well, I just saw a horror movie last night. It almost frightened me to death.
#Person1#: Well, we could see something different like a detective film.
#Person2#: I don't care for a detective film. It also makes me nervous.
#Person1#: How about a comedy?
#Person2#: No, I don't think comedies today are natural or cheerful.
#Person1#: How about a love story then?
#Person2#: No, romance is boring.
#Person1#: What's you opinion?
#Person2#: Let's go to see a war movie, shall we?
#Person1#: Really?
#Person2#: Certainly. Is there anything wrong?
#Person1#: No, but I can't imagine that a girl like you would wonder to see a war movie.","#Person1# invites #Person2# to a movie tonight but #Person2# doesn't like any genre of film. Finally, #Person2# suggests seeing a war movie."
test_63,"#Person1#: Adam, could you show me around the school?
#Person2#: No problem.
#Person1#: What's the tallest building?
#Person2#: You mean the white building near the playground?
#Person1#: Yes.
#Person2#: That is the library. And it has more than 1, 000, 000 books.
#Person1#: What's the building to the south of the library?
#Person2#: You know, our school is divided into two parts, the junior high school and the senior high school. That is the new classroom building for our senior high school.
#Person1#: Is there a swimming pool in your school?
#Person2#: Yes. There is a large swimming pool, but it is only available in summer.
#Person1#: I do envy you. And I hope I can enter your school one day.
#Person2#: I believe that you can make your dream come true.","Adam shows #Person1# around the school and introduces the tallest building, the new classroom building, and the swimming pool."
test_64,"#Person1#: Honey, I've got good news for you.
#Person2#: What is it?
#Person1#: You are going to be a father.
#Person2#: What? Do you mean that you are pregnant? Is it true?
#Person1#: Yes. We'll have our baby soon.
#Person2#: Oh, dear, I'm so happy.
#Person1#: Me, too.",#Person1# tells #Person2# #Person2# is going to be a father.
test_65,"#Person1#: John dates her seven times a week.
#Person2#: Really? That's a straws in the wind.
#Person1#: I think so. Maybe he's fallen for her.
#Person2#: Yeah. They suit each other. A perfect match between a man and a girl.",#Person1# and #Person2# think John may have fallen for his girlfriend.
test_66,"#Person1#: Have you considered upgrading your system?
#Person2#: Yes, but I'm not sure what exactly I would need.
#Person1#: You could consider adding a painting program to your software. It would allow you to make up your own flyers and banners for advertising.
#Person2#: That would be a definite bonus.
#Person1#: You might also want to upgrade your hardware because it is pretty outdated now.
#Person2#: How can we do that?
#Person1#: You'd probably need a faster processor, to begin with. And you also need a more powerful hard disc, more memory and a faster modem. Do you have a CD-ROM drive?
#Person2#: No.
#Person1#: Then you might want to add a CD-ROM drive too, because most new software programs are coming out on Cds.
#Person2#: That sounds great. Thanks.",#Person1# suggests #Person2# upgrade the system and hardware. #Person2# thinks it's a good idea and asks #Person1# for details.
test_67,"#Person1#: Where to, miss?
#Person2#: Hi! Crenshaw and Hawthorne, at the Holiday Inn that is on that corner.
#Person1#: Sure thing. So, where are you flying in from?
#Person2#: From China.
#Person1#: Really? You don't look very Chinese to me, if you don't mind me saying so.
#Person2#: It's fine. I am actually from Mexico. I was in China on a business trip, visiting some local companies that manufacture bathroom products.
#Person1#: Wow sounds interesting! Excuse me if I am being a bit nosy but, how old are you?
#Person2#: Don't you know it's rude to ask a lady her age?
#Person1#: Don't get me wrong! It's just that you seem so young and already doing business overseas!
#Person2#: Well thank you! In that case, I am 26 years old, and what about yourself?
#Person1#: I am 40 years old and was born and raised here in the good old U. S of A, although I have some Colombian heritage.
#Person2#: Really? That's great! Do you speak some Spanish?
#Person1#: Uh. . . yeah. . of course!
#Person2#: Que bien! Sentences poems habeas en espanol!",#Person2# tells #Person1# she is from Mexico but looks Chinese. #Person1# asks her age and tells her #Person1#'s age and heritage. #Person2# asks #Person1# whether he speaks Spanish.
test_68,"#Person1#: Oh dear, my weight has gone up again.
#Person2#: I am not surprised, you eat too much.
#Person1#: And I suppose sitting at the desk all day at the office doesn't help.
#Person2#: No, I wouldn't think so.
#Person1#: I do wish I could lose weight.
#Person2#: Well, why don't you go on a diet?
#Person1#: I've tried diets before but they've never worked.
#Person2#: Perhaps you should exercise more. Why don't you go to an exercise class.
#Person1#: Yes, maybe I should.",#Person1# wants to lose weight. #Person2# suggests #Person1# go on a diet or exercise more.
test_69,"#Person1#: Good evening. Welcome to our restaurant.
#Person2#: Good evening. We want a dinning room with a table for eight.
#Person1#: I'm sorry, sir. The rooms are not available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.
#Person2#: No, thanks. We have made a reservation before.
#Person1#: Can I have your name, please?
#Person2#: My name is James.
#Person1#: I'll ask waitress to show you the way.
#Person2#: Thanks.",#Person1# helps James find a table for eight in the dining hall because there's no dining room available now.
test_70,"#Person1#: How large is the plant?
#Person2#: It covers an area of 75, 000 square meters.
#Person1#: It's much larger than I expected. When was the plant set up?
#Person2#: In the early 70s. We'll soon be celebrating the 30th anniversary.
#Person1#: Congratulations!
#Person2#: Thank you.
#Person1#: How many employees do you have in this plant?
#Person2#: 500. We're running on three shifts.
#Person1#: Does the plant work with everything from the raw material to the finished product?
#Person2#: Our associates specializing in these fields make some access - ries. Well, here we're at the production shop. Shall we start with the assembly line?
#Person1#: That's fine.","#Person2# tells #Person1# the plant covers an area of 75,000 square meters, was set up in the early 70s and has 500 employees."
test_71,"#Person1#: Right Rebecca. Now I see that after graduating from University your first job was. . .
#Person2#: For a local paper in York called the York Herald. Actually, I started with them as an intern in the beginning. I was really keen on getting some experience in the journalistic world, and this seemed like a good first step.
#Person1#: Certainly. And after your internship?
#Person2#: They seemed impressed, and offered me a position as a junior local news reporter. I ended up staying two years there actually. I was in charge of the sports news section of the newspaper. I really enjoyed it there, and it really helped me build my skills.
#Person1#: Yes I see. But you decided to leave them in 2006, right?
#Person2#: Yes, that's right. My husband and I moved to London, and so I managed to find a position with a National newspaper based in London.
#Person1#: The London Weekly right?
#Person2#: Yes, in some ways it was a step down from my previous job but it did offer me much better prospects for the future.",#Person1# asks Rebecca about her first job and the job after the internship. Rebecca tells #Person1# she left the York Herald in 2006 and moved to London with her husband.
test_72,"#Person1#: We need to do a group report tomorrow. I need to go to the stationer to buy something for the posters.
#Person2#: You need to make posters?
#Person1#: absolutely. Every time when we do the reports, we love making some beautiful posters to emphasize our theme ideas.
#Person2#: I see. Then let's make a shopping list first before we go there. othe rise, It may take us a whole day to search for the things you need.
#Person1#: No problem. I need some markers, some color pencils, a pair of scissors, some highlighter, rulers. .
#Person2#: Wow, it is like a maze, I think I might get lost soon.
#Person1#: Don't worry. In fact, it is very easy to find what you want. Can you see the sign on top of every shelf. It clearly tells you what things are displayed on every shelf.
#Person2#: Oh, yes. You are so smart. I see them. So I have to go to shelf number 3 first to get my markers, color pencils and highlighters and somebrushes.
#Person1#: I also need some thumbtacks, whiteout and paper clips. Which shelf are they on? I can't find the number.
#Person2#: It's at the back. I think you are near-sighted. You had better get yourself a pair of nice glasses.",#Person1# needs to buy something for the posters for a group report. #Person2# suggests making a shopping list first. They go to the stationer and find the things they need.
test_73,"#Person1#: Mary, why are you so tired?
#Person2#: I go to the personnel market every day, and put a lot of energy into it.
#Person1#: Why don't you think about applying for a job on the Internet?
#Person2#: On the Internet? I have never tried that way.
#Person1#: Well, it's very convenient and very popular now.
#Person2#: So how to apply for a job on the Internet?
#Person1#: Just get online and send your application through email to the employer.
#Person2#: But how can I know which employer is hiring?
#Person1#: You could place your job hunting information on the Job Wanted channel on a recruitment website.
#Person2#: Will the employers see my information?
#Person1#: Yes. If they think you are a fit, maybe they will contact you.
#Person2#: Is it safe to job hunt on the Internet?
#Person1#: If you log in some formal websites, it must be very safe.
#Person2#: I will give it a try at once.",Mary is tired of going to the personnel market every day. #Person1# suggests applying for a job on the Internet and tells Mary how to do it.
test_74,"#Person1#: What are you working on?
#Person2#: I'm figuring out my budget.
#Person1#: What budget?
#Person2#: I'm making a shopping budget, so that I don't spend too much money.
#Person1#: How much money can you spend?
#Person2#: I can only spend $ 300 a month.
#Person1#: Why only $ 300?
#Person2#: I need to save the rest.
#Person1#: For what?
#Person2#: I need to pay my bills.
#Person1#: Your budget is a good idea.
#Person2#: I know. It's going to save me a lot of money, I hope.",#Person2#'s figuring out #Person2#'s budget because #Person2# needs to save money to pay #Person2#'s bills.
test_75,"#Person1#: Where are you going, Jane?
#Person2#: I'm going to the hospital to see Susan.
#Person1#: I saw her yesterday. She was a little better.
#Person2#: Must I catch a number 7 bus to get there?
#Person1#: No, you needn't. A number 13 bus will also take you to the hospital.
#Person2#: Number 13 buses run much more frequently, don't they?
#Person1#: Yes. I caught a number 7 bus yesterday, and they said I had taken a wrong bus.
#Person2#: Thank you, Henry. I'll get a number 13.
#Person1#: But number 13 buses leave from the center of town. You'll have to walk two miles to catch one.",Jane is going to the hospital to see Susan. Henry tells Jane how to get there.
test_76,"#Person1#: Hey there! I've been hoping to run into you. Are you busy tomorrow morning?
#Person2#: Let me see. . . Wednesday morning. Yes, I am booked solid all morning. What's up?
#Person1#: I was hoping to talk to you about the sales projections for next year. I'm having a little trouble figuring out how to use the spreadsheet you set up for me. It has a lot of complicated form
#Person2#: I can explain them to you. It'll just take about a half an hour. How about Friday afternoon?
#Person1#: Ooh. Sorry, that's not good for me. I am tied up all day Friday. We'll have to do it next week. I am wide open then.
#Person2#: OK. Shall we say next week, on Tuesday at 2:30?
#Person1#: Sure, that'll be fine for me. I'll come to your office so you can show how you set up these macros.",#Person1# asks #Person2# to explain the sales projections for next year to #Person1#. #Person2# will show how #Person2# set up the macros on Tuesday at 2:30.
test_77,"#Person1#: I'm going to New York for the first time, but I don't have a tour guide. Can you give me any suggestions?
#Person2#: There's a service called 'A friend in New York'. It's a personal tour guide service.
#Person1#: That's interesting. What does it do?
#Person2#: You give them your information by answering a questionnaire and they will create a perfect trip for you according to your budget.
#Person1#: Good. Where can I get the questionnaire?
#Person2#: You can easily download it from their website.
#Person1#: That's helpful! Thanks!",#Person2# recommends a personal tour guide service called 'A friend in New York' to #Person1#.
test_78,"#Person1#: What do you know about our company?
#Person2#: Well, as I know this company is one of the largest and best in this field of business. It mainly produces toys for children. It employs more than 10, 000 people throughout the world. The president now is Mr. Jackson. The Shanghai branch was founded five years ago with a staff of more than 2, 000.
#Person1#: Very good. If you enter this company, what department would you like to work in?
#Person2#: May I work in sales department?
#Person1#: OK. Oh, how much do you make at your current job, if you don't mind my asking?
#Person2#: I'm paid 2, 000 yuan per month plus some allowances and bonus as that come to about 3, 000 yuan a month. How much will you pay me?
#Person1#: Well, the starting salary for a clerk in our company is 2, 500 yuan monthly and after three months he would get a raise if his work is satisfactory.
#Person2#: Do you have any fringe benefits?
#Person1#: Sure, we provide semi-annual bonus, a small bonus at Spring Festival, four weeks paid vacation a year.
#Person2#: How about insurance and full health insurance?
#Person1#: We can buy that for you.
#Person2#: That sounds good.",#Person2# tells #Person1# about the company and #Person2# wants to work in the sales department. #Person1# tells #Person2# the salary and the fringe benefits.
test_79,"#Person1#: I'm here to sign the agreement.
#Person2#: I'm sorry. The agreement hasn't been fully prepared. It will be ready by tomorrow.
#Person1#: Can you speed it up and let us have it today?
#Person2#: I will try my best. Here is the draft. Would you please go over it and see if any modifications are needed?
#Person1#: Let me have a look. Well, it contains basically all we have agreed upon.
#Person2#: How about the terms concerning packing?
#Person1#: I don't think so.
#Person2#: If you totally agree, I'll type the agreement this evening and have it duplicated for signatures.
#Person1#: That's fine.",#Person2# asks #Person1# to go over the draft of the agreement and will type it this evening.
test_80,"#Person1#: Hello. Is this ABC Rent-a-car Company?
#Person2#: Yes, speaking. May I help you?
#Person1#: This morning we rented a car and we are on the way to Niagara Falls. I'm afraid we have a car accident near the border.
#Person2#: That's too bad. What kind of accident is it? Are you all right?
#Person1#: I'm all right, but my friend is seriously injured. Will you call an ambulance and the police?
#Person2#: OK. I'll do it right away, but tell me how it happened.
#Person1#: I ran into the guardrail when I turned to the left.",#Person1# calls ABC Rent-a-car Company and says #Person1# has a car accident and #Person1#'s friend is seriously injured.
test_81,"#Person1#: Excuse me, could you tell me how to get to the school clinic? I've lost my way.
#Person2#: Yes. Go straight ahead till you come to the traffic lights, turn left there and it's the first turning on the right.
#Person1#: Straight ahead to the traffic lights, left and then right.
#Person2#: That's it. It'll take you about five minutes.
#Person1#: Thank you very much.",#Person2# tells #Person1# the way to the school clinic.
test_82,"#Person1#: Good morning. What can I do for you?
#Person2#: Well, I hate to disturb you, but I really can't stand it any more. Can you change my room for me? It's too noisy. I was woken up several times by the noise the baggage elevator made. It was too much for me.
#Person1#: I'm sorry to hear that. This room is at the end of the corridor. It's possible that the noise is heard early in the morning when everything is quiet.
#Person2#: Anyhow, I'd like to change my room.
#Person1#: I'm awfully sorry, Miss. I do apologize. We'll manage it, but we don't have any spare room today. Could you wait till tomorrow? A tour company will be leaving tomorrow morning. There'll be some rooms for you to choose from.
#Person2#: All right. I hope I'll be able to enjoy my stay in a quiet suite tomorrow evening and have a sound sleep.
#Person1#: Be sure. And if there is anything more you need, please let us know.
#Person2#: OK. Thank you.
#Person1#: You're welcome. I hope you'll be more comfortable in your new room.",#Person2# is disturbed by the noise and wants to change the room. #Person1# apologizes and asks #Person2# to wait till tomorrow. #Person2# agrees.
test_83,"#Person1#: There's a car waiting for you just outside the door. Right this way, please.
#Person2#: OK!
#Person1#: Let me put your cases into the trunk and please get in the back.
#Person2#: Thanks!
#Person1#: How was your flight?
#Person2#: It's comfortable, but now I'm a little tired.
#Person1#: We'll reach the Beijing hotel in another ten minutes. When we arrived there, you can go up and have a rest. The hotel has very good service, and it's considered as one of the best hotels here.
#Person2#: Thank you! I lived there when I came to Beijing last time. It's comfortable and beautiful.
#Person1#: If it's convenient for you, Mr. Wu would like to invite you to the banquet in honor of you in the evening.
#Person2#: Thank you! I will. When and where will the dinner be?
#Person1#: At six o'clock in the International Hotel. We'll pick you up this afternoon. Besides, if you care for visiting, we'll arrange some sightseeing for you.
#Person2#: Oh, that's nice. Thank you for arranging all of this.",#Person1# drives Mr. Wu to the Beijing hotel. #Person1# invites Mr. Wu to the banquet in honor of him in the evening and will arrange some sightseeing for him.
